cliente_id,edad_cliente,antiguedad_meses,frecuencia_compra,ticket_promedio,dias_desde_ultima_compra,canal_preferido,tipo_cliente,region,uso_descuento,visitas_web_30d,compras_ult_90d,reclamos_ult_12m,compro_campania,valor_compra_futura,valor_real_campania
86281,18,9,2,64.14,15,Online,Recurrente,Centro,0.309,9,0,0,0,158.63,0.0
86282,32,120,7,65.34,26,Online,Nuevo,Centro,0.215,4,2,0,1,155.53,155.53
86283,38,40,3,47.78,73,Tienda,Mayorista,Norte,0.301,8,0,0,0,123.22,0.0
86284,33,1,2,112.46,26,Online,Nuevo,Centro,0.129,2,4,0,0,189.77,0.0
86285,45,102,4,105.53,83,Tienda,Recurrente,Sur,0.297,10,4,0,0,223.74,0.0
86286,30,5,6,72.08,92,Tienda,Recurrente,Centro,0.213,3,3,0,0,254.54,0.0
86287,28,18,5,83.79,39,Online,Mayorista,Sur,0.016,7,1,2,0,184.98,0.0
86288,49,4,7,70.16,2,Tienda,Nuevo,Oriente,0.063,2,1,0,0,159.3,0.0
86289,67,6,2,132.41,23,Online,Recurrente,Occidente,0.052,2,2,0,1,182.08,182.08
86290,43,8,1,67.69,3,Mixto,Recurrente,Occidente,0.29,1,0,0,0,76.5,0.0
86291,51,13,1,100.79,4,Online,Nuevo,Centro,0.189,8,1,0,1,198.26,198.26
86292,26,16,5,172.27,13,Online,Mayorista,Centro,0.306,10,1,2,1,293.96,293.96
86293,43,12,1,108.06,65,Mixto,Recurrente,Sur,0.122,5,2,0,1,178.12,178.12
86294,34,10,5,74.54,44,Online,Recurrente,Centro,0.262,6,1,1,0,148.46,0.0
86295,28,64,5,61.29,11,Online,Recurrente,Sur,0.238,3,2,0,0,186.44,0.0
86296,42,4,1,64.98,20,Mixto,Nuevo,Centro,0.372,4,0,0,1,95.92,95.92
86297,18,7,2,93.1,75,Online,Nuevo,Occidente,0.358,7,1,0,0,60.15,0.0
86298,27,40,5,111.18,4,Tienda,Recurrente,Norte,0.339,3,0,0,1,198.72,198.72
86299,25,32,3,68.6,195,Mixto,Nuevo,Sur,0.06,4,2,0,0,140.07,0.0
86300,38,5,4,37.56,2,Tienda,Nuevo,Centro,0.148,4,1,0,0,79.44,0.0
86301,39,40,6,72.76,38,Mixto,Recurrente,Oriente,0.077,4,3,0,1,171.12,171.12
86302,32,37,3,88.99,56,Online,Recurrente,Occidente,0.201,7,2,0,1,185.21,185.21
86303,18,14,6,101.73,22,Mixto,Nuevo,Sur,0.169,2,2,1,1,198.85,198.85
86304,21,12,5,56.25,47,Tienda,Nuevo,Sur,0.305,5,0,0,0,105.53,0.0
86305,37,24,3,101.1,22,Mixto,Recurrente,Centro,0.288,7,1,0,0,165.16,0.0
86306,39,69,3,119.75,49,Tienda,Recurrente,Centro,0.301,4,4,1,0,231.47,0.0
86307,21,35,3,56.32,38,Tienda,Recurrente,Sur,0.198,4,3,1,0,149.2,0.0
86308,43,18,3,120.93,63,Tienda,Recurrente,Norte,0.285,7,1,0,0,212.96,0.0
86309,32,9,4,171.88,6,Mixto,Recurrente,Sur,0.624,3,0,1,1,223.66,223.66
86310,52,41,4,41.63,42,Tienda,Recurrente,Centro,0.494,6,0,0,0,123.44,0.0
86311,56,10,4,77.78,66,Mixto,Recurrente,Occidente,0.256,4,1,0,1,231.98,231.98
86312,51,69,5,82.23,7,Tienda,Mayorista,Sur,0.373,6,3,0,1,196.68,196.68
86313,43,6,2,115.01,44,Online,Nuevo,Occidente,0.238,10,1,0,0,183.91,0.0
86314,53,8,4,101.27,5,Tienda,Recurrente,Oriente,0.15,8,0,0,1,221.27,221.27
86315,33,46,6,102.03,14,Tienda,Mayorista,Occidente,0.412,1,0,0,1,197.06,197.06
86316,51,1,3,147.06,52,Tienda,Recurrente,Oriente,0.189,7,3,0,1,158.8,158.8
86317,46,29,6,88.45,38,Tienda,Nuevo,Norte,0.115,2,2,0,0,181.59,0.0
86318,54,3,1,186.79,12,Online,Mayorista,Centro,0.167,6,3,0,0,270.79,0.0
86319,39,2,1,75.34,1,Online,Nuevo,Centro,0.257,9,0,0,1,106.59,106.59
86320,42,20,4,146.9,26,Tienda,Nuevo,Occidente,0.189,5,0,0,0,185.71,0.0
86321,62,11,1,74.92,32,Online,Nuevo,Oriente,0.093,5,1,0,0,137.25,0.0
86322,32,66,4,148.41,3,Online,Recurrente,Occidente,0.491,8,0,0,1,215.51,215.51
86323,39,52,1,64.59,202,Tienda,Recurrente,Centro,0.022,4,1,0,0,157.96,0.0
86324,38,13,2,108.97,99,Tienda,Recurrente,Centro,0.439,3,1,1,0,201.02,0.0
86325,40,15,11,240.35,6,Mixto,Recurrente,Norte,0.248,3,2,0,1,382.52,382.52
86326,32,26,8,187.96,2,Mixto,Recurrente,Centro,0.376,5,1,0,1,238.53,238.53
86327,41,2,1,108.54,8,Mixto,Nuevo,Sur,0.395,6,0,0,1,84.21,84.21
86328,44,15,8,110.41,33,Tienda,Nuevo,Oriente,0.415,5,1,0,1,202.17,202.17
86329,33,38,5,50.21,153,Tienda,Recurrente,Occidente,0.382,7,2,1,0,151.69,0.0
86330,24,32,2,57.1,107,Online,Recurrente,Sur,0.267,10,2,0,1,221.1,221.1
86331,56,12,7,131.16,29,Online,Mayorista,Sur,0.409,11,2,0,1,224.69,224.69
86332,33,1,5,117.51,31,Tienda,Recurrente,Sur,0.174,7,0,0,1,196.99,196.99
86333,37,25,7,52.43,37,Online,Nuevo,Centro,0.234,7,2,0,1,164.81,164.81
86334,32,86,8,82.95,55,Mixto,Recurrente,Occidente,0.317,6,2,0,1,182.28,182.28
86335,43,6,5,63.09,122,Tienda,Recurrente,Centro,0.379,6,1,0,1,153.82,153.82
86336,43,2,5,74.99,186,Tienda,Recurrente,Centro,0.182,8,2,3,1,139.63,139.63
86337,27,2,3,235.16,198,Online,Mayorista,Norte,0.159,10,0,0,1,211.39,211.39
86338,32,2,7,121.53,4,Tienda,Recurrente,Occidente,0.618,5,3,0,1,257.69,257.69
86339,27,28,5,98.18,38,Online,Nuevo,Occidente,0.384,9,2,0,0,218.47,0.0
86340,52,42,5,164.67,90,Mixto,Nuevo,Occidente,0.187,9,1,1,1,171.1,171.1
86341,34,7,5,91.63,58,Online,Recurrente,Norte,0.139,8,3,2,1,204.66,204.66
86342,37,1,2,59.91,20,Online,Nuevo,Norte,0.28,9,0,0,1,161.47,161.47
86343,44,31,3,77.75,54,Online,Recurrente,Sur,0.33,8,4,3,1,194.22,194.22
86344,18,3,1,108.07,57,Online,Mayorista,Norte,0.081,7,1,0,1,195.89,195.89
86345,65,62,4,52.03,76,Online,Recurrente,Oriente,0.354,19,1,1,1,105.73,105.73
86346,53,7,3,92.75,64,Online,Nuevo,Centro,0.364,7,0,0,0,143.36,0.0
86347,31,8,5,90.96,28,Online,Nuevo,Centro,0.326,5,4,0,0,207.07,0.0
86348,48,32,0,73.66,38,Online,Nuevo,Occidente,0.155,7,2,1,0,128.73,0.0
86349,32,45,3,61.28,15,Tienda,Recurrente,Centro,0.51,6,3,1,0,126.48,0.0
86350,43,68,5,122.5,27,Mixto,Mayorista,Sur,0.423,7,2,0,1,243.1,243.1
86351,54,12,5,123.08,7,Mixto,Recurrente,Centro,0.2,10,1,0,0,222.42,0.0
86352,51,38,7,66.07,45,Online,Recurrente,Centro,0.158,4,3,0,0,188.95,0.0
86353,52,31,4,108.97,205,Mixto,Nuevo,Occidente,0.232,7,0,1,1,127.19,127.19
86354,41,75,9,66.34,26,Mixto,Recurrente,Norte,0.164,6,4,0,1,230.83,230.83
86355,34,30,10,49.11,6,Online,Nuevo,Norte,0.083,11,2,0,1,197.4,197.4
86356,36,37,8,75.71,51,Tienda,Recurrente,Sur,0.292,4,3,0,0,209.08,0.0
86357,29,6,1,94.09,41,Online,Nuevo,Sur,0.211,8,1,0,1,159.81,159.81
86358,34,14,3,108.94,31,Mixto,Recurrente,Sur,0.274,3,1,1,0,214.24,0.0
86359,32,6,1,124.84,82,Mixto,Nuevo,Centro,0.453,9,2,0,1,145.65,145.65
86360,50,38,7,74.49,57,Online,Nuevo,Occidente,0.163,12,4,0,1,202.01,202.01
86361,35,86,6,152.54,26,Tienda,Recurrente,Norte,0.265,7,0,1,0,231.61,0.0
86362,58,1,3,106.64,34,Mixto,Recurrente,Oriente,0.087,2,0,0,0,172.84,0.0
86363,28,17,3,88.94,104,Online,Recurrente,Oriente,0.087,11,1,0,0,174.19,0.0
86364,28,29,4,179.46,10,Online,Nuevo,Centro,0.266,5,0,1,0,209.39,0.0
86365,36,45,4,106.11,15,Mixto,Nuevo,Centro,0.743,5,1,0,1,147.12,147.12
86366,20,1,7,96.73,90,Online,Mayorista,Centro,0.272,5,1,0,1,206.18,206.18
86367,23,17,4,111.33,201,Online,Recurrente,Occidente,0.234,6,1,0,0,136.14,0.0
86368,44,11,5,165.53,27,Tienda,Nuevo,Occidente,0.347,1,1,0,0,228.21,0.0
86369,20,120,4,115.49,191,Tienda,Nuevo,Norte,0.164,8,1,1,0,199.51,0.0
86370,34,10,8,119.0,65,Tienda,Recurrente,Sur,0.217,2,1,0,1,213.75,213.75
86371,55,35,2,70.45,37,Tienda,Recurrente,Centro,0.319,4,1,0,0,128.65,0.0
86372,35,63,3,107.25,10,Online,Recurrente,Oriente,0.397,9,2,1,0,190.88,0.0
86373,40,28,3,59.55,132,Online,Recurrente,Oriente,0.524,6,2,0,0,139.6,0.0
86374,46,23,3,122.56,104,Tienda,Recurrente,Occidente,0.731,11,0,0,0,183.9,0.0
86375,18,10,6,62.75,7,Online,Recurrente,Norte,0.186,3,1,0,1,176.86,176.86
86376,50,5,4,66.66,42,Online,Recurrente,Norte,0.124,8,0,0,0,96.1,0.0
86377,36,12,6,145.48,118,Mixto,Recurrente,Oriente,0.679,3,1,0,0,251.89,0.0
86378,39,18,7,139.07,199,Online,Recurrente,Oriente,0.164,8,4,0,1,280.34,280.34
86379,46,1,4,99.97,72,Mixto,Mayorista,Oriente,0.151,5,1,0,0,186.75,0.0
86380,34,15,4,86.72,130,Online,Nuevo,Occidente,0.172,6,3,0,0,121.47,0.0
86381,37,20,4,86.8,157,Tienda,Nuevo,Centro,0.193,7,1,0,0,175.2,0.0
86382,18,64,4,109.34,283,Tienda,Recurrente,Occidente,0.206,8,1,0,0,155.86,0.0
86383,41,25,2,177.79,352,Online,Nuevo,Sur,0.498,5,1,0,0,194.21,0.0
86384,28,28,5,110.47,1,Tienda,Mayorista,Oriente,0.481,5,3,1,0,220.96,0.0
86385,42,50,3,86.65,47,Mixto,Mayorista,Sur,0.383,4,0,0,1,179.45,179.45
86386,31,6,3,105.34,21,Online,Recurrente,Sur,0.416,15,1,1,1,136.51,136.51
86387,46,62,7,77.85,56,Tienda,Recurrente,Oriente,0.279,6,1,0,1,218.49,218.49
86388,40,30,8,56.8,54,Tienda,Recurrente,Occidente,0.44,6,3,0,0,205.12,0.0
86389,29,23,4,104.56,111,Online,Nuevo,Norte,0.107,4,5,0,1,189.44,189.44
86390,54,4,0,82.48,53,Online,Recurrente,Centro,0.445,5,1,0,0,157.7,0.0
86391,42,45,2,62.36,22,Mixto,Nuevo,Norte,0.27,5,0,0,0,119.76,0.0
86392,32,4,5,188.11,86,Tienda,Recurrente,Centro,0.234,9,3,0,1,258.58,258.58
86393,20,3,3,273.93,17,Mixto,Recurrente,Occidente,0.074,4,1,1,1,296.66,296.66
86394,56,10,2,107.44,47,Tienda,Recurrente,Occidente,0.305,6,0,0,0,128.39,0.0
86395,20,69,7,118.53,134,Mixto,Recurrente,Occidente,0.062,3,1,0,0,242.13,0.0
86396,20,37,7,154.51,27,Tienda,Recurrente,Oriente,0.361,3,3,0,1,226.68,226.68
86397,37,19,1,83.57,114,Online,Recurrente,Occidente,0.152,12,1,0,0,105.04,0.0
86398,44,4,5,134.22,48,Tienda,Recurrente,Centro,0.654,5,2,0,1,194.08,194.08
86399,32,5,5,119.68,6,Online,Nuevo,Occidente,0.269,6,2,2,0,132.52,0.0
86400,39,76,4,107.27,77,Tienda,Recurrente,Sur,0.404,7,0,0,1,148.73,148.73
86401,44,4,6,148.27,14,Mixto,Recurrente,Norte,0.073,3,4,0,0,251.63,0.0
86402,49,8,6,190.84,67,Tienda,Recurrente,Norte,0.216,5,1,0,0,262.76,0.0
86403,32,2,3,42.23,44,Tienda,Recurrente,Sur,0.367,5,3,0,1,111.68,111.68
86404,41,21,2,103.62,36,Online,Recurrente,Centro,0.327,10,0,0,1,107.2,107.2
86405,43,3,3,113.75,4,Tienda,Recurrente,Occidente,0.274,6,2,0,1,133.4,133.4
86406,36,45,2,62.93,25,Mixto,Nuevo,Sur,0.54,6,1,0,0,105.12,0.0
86407,33,3,5,98.06,93,Mixto,Mayorista,Oriente,0.393,4,1,0,0,170.55,0.0
86408,61,26,5,85.02,24,Tienda,Recurrente,Sur,0.694,3,0,0,0,97.73,0.0
86409,30,22,4,65.5,53,Tienda,Recurrente,Centro,0.257,8,0,0,1,148.95,148.95
86410,44,21,1,65.48,6,Online,Recurrente,Sur,0.434,11,3,0,0,150.67,0.0
86411,46,36,6,108.94,33,Tienda,Mayorista,Centro,0.216,8,0,1,1,169.03,169.03
86412,27,39,5,118.89,38,Online,Nuevo,Centro,0.328,12,1,1,0,119.01,0.0
86413,25,1,6,125.78,46,Online,Recurrente,Centro,0.191,9,1,0,1,191.51,191.51
86414,20,18,6,71.48,46,Online,Nuevo,Oriente,0.33,10,1,0,0,204.33,0.0
86415,40,17,1,62.91,21,Tienda,Mayorista,Sur,0.307,9,1,0,1,115.26,115.26
86416,52,42,2,143.64,224,Mixto,Mayorista,Sur,0.216,8,1,0,0,221.67,0.0
86417,31,26,0,115.18,13,Tienda,Recurrente,Occidente,0.198,3,0,0,1,166.94,166.94
86418,41,13,6,68.73,36,Mixto,Recurrente,Centro,0.243,5,2,0,1,181.56,181.56
86419,36,9,2,178.87,127,Online,Recurrente,Centro,0.214,5,2,0,0,260.38,0.0
86420,24,34,3,81.84,68,Tienda,Nuevo,Centro,0.369,6,0,0,1,172.27,172.27
86421,40,9,2,101.32,34,Online,Recurrente,Sur,0.26,10,2,1,1,166.2,166.2
86422,52,16,10,63.8,19,Online,Recurrente,Norte,0.135,4,2,0,0,223.56,0.0
86423,25,42,10,80.32,23,Mixto,Nuevo,Oriente,0.573,1,1,0,1,220.53,220.53
86424,41,17,1,133.79,133,Tienda,Recurrente,Occidente,0.565,9,0,0,1,156.34,156.34
86425,59,4,6,70.73,8,Online,Recurrente,Centro,0.259,11,2,1,0,157.9,0.0
86426,28,2,4,75.33,9,Online,Nuevo,Sur,0.52,8,3,1,0,141.86,0.0
86427,33,11,4,64.22,42,Online,Nuevo,Norte,0.428,2,1,0,1,175.61,175.61
86428,39,29,1,97.63,91,Tienda,Recurrente,Sur,0.245,1,1,0,0,111.49,0.0
86429,41,38,3,70.19,4,Online,Recurrente,Oriente,0.269,5,1,0,0,152.74,0.0
86430,33,86,3,78.3,42,Tienda,Recurrente,Sur,0.352,0,1,0,0,184.89,0.0
86431,25,11,2,70.54,40,Mixto,Nuevo,Centro,0.071,7,2,0,0,122.02,0.0
86432,41,57,8,94.1,61,Tienda,Recurrente,Occidente,0.182,3,1,0,0,174.49,0.0
86433,49,7,6,55.19,64,Tienda,Mayorista,Sur,0.192,9,1,0,1,176.72,176.72
86434,62,28,6,111.48,108,Tienda,Recurrente,Centro,0.142,4,0,0,1,236.69,236.69
86435,32,40,9,60.1,115,Tienda,Recurrente,Centro,0.067,7,1,0,0,216.7,0.0
86436,39,2,1,108.04,10,Online,Recurrente,Sur,0.375,14,0,0,1,152.86,152.86
86437,56,46,7,131.95,132,Online,Nuevo,Sur,0.577,9,3,0,1,257.11,257.11
86438,48,1,3,105.28,6,Online,Nuevo,Centro,0.152,6,2,0,0,161.77,0.0
86439,24,95,8,82.96,136,Online,Recurrente,Centro,0.101,6,2,1,0,186.85,0.0
86440,46,39,6,71.0,19,Mixto,Recurrente,Sur,0.066,6,0,0,0,143.35,0.0
86441,32,8,8,140.75,4,Tienda,Mayorista,Centro,0.027,8,2,1,1,226.4,226.4
86442,40,32,1,98.93,104,Tienda,Recurrente,Centro,0.436,2,0,0,0,130.48,0.0
86443,37,11,6,177.55,14,Mixto,Recurrente,Norte,0.503,3,2,0,1,233.26,233.26
86444,41,2,0,181.24,77,Tienda,Nuevo,Norte,0.183,7,1,0,0,144.76,0.0
86445,32,27,3,104.88,279,Online,Nuevo,Norte,0.136,14,2,0,0,183.03,0.0
86446,42,5,2,90.69,93,Online,Recurrente,Oriente,0.531,7,1,1,1,128.88,128.88
86447,23,12,3,93.98,196,Online,Nuevo,Norte,0.296,8,4,0,1,176.43,176.43
86448,47,21,4,163.03,18,Mixto,Recurrente,Oriente,0.151,7,1,0,1,222.42,222.42
86449,41,21,4,148.48,8,Tienda,Recurrente,Occidente,0.469,4,0,1,0,208.5,0.0
86450,28,23,4,118.86,33,Tienda,Nuevo,Centro,0.248,4,0,0,1,195.72,195.72
86451,56,2,2,60.02,15,Online,Recurrente,Norte,0.178,9,1,0,1,114.39,114.39
86452,53,29,5,159.03,42,Tienda,Nuevo,Occidente,0.174,5,1,0,1,171.2,171.2
86453,28,13,3,48.38,3,Mixto,Recurrente,Occidente,0.078,6,3,0,0,150.86,0.0
86454,37,19,3,58.54,38,Tienda,Mayorista,Centro,0.051,7,1,0,0,157.8,0.0
86455,27,6,4,63.66,88,Tienda,Recurrente,Oriente,0.24,7,0,0,0,114.75,0.0
86456,40,12,3,82.27,42,Tienda,Mayorista,Oriente,0.719,7,1,1,0,126.0,0.0
86457,33,1,6,61.09,32,Tienda,Nuevo,Oriente,0.161,3,2,0,0,122.06,0.0
86458,25,21,2,112.2,18,Tienda,Recurrente,Centro,0.263,1,1,0,0,131.74,0.0
86459,45,19,3,116.57,35,Online,Recurrente,Occidente,0.454,9,0,1,1,134.22,134.22
86460,59,7,1,71.24,25,Online,Mayorista,Oriente,0.189,7,0,0,1,158.77,158.77
86461,31,11,5,68.38,94,Online,Recurrente,Sur,0.476,4,1,1,0,155.17,0.0
86462,40,12,0,62.46,42,Tienda,Nuevo,Norte,0.126,4,2,0,1,124.25,124.25
86463,21,51,2,92.42,43,Tienda,Nuevo,Centro,0.133,4,1,0,0,128.91,0.0
86464,41,31,4,108.59,302,Tienda,Recurrente,Centro,0.297,4,1,2,0,201.28,0.0
86465,41,49,4,88.72,62,Mixto,Recurrente,Norte,0.384,4,2,0,1,181.42,181.42
86466,48,50,9,164.57,6,Mixto,Recurrente,Centro,0.166,8,4,0,1,295.02,295.02
86467,51,7,3,87.93,21,Mixto,Nuevo,Centro,0.514,3,0,0,1,138.3,138.3
86468,60,20,2,95.21,128,Tienda,Nuevo,Occidente,0.569,2,1,1,0,111.14,0.0
86469,40,15,3,50.56,8,Mixto,Recurrente,Centro,0.077,6,2,0,0,125.81,0.0
86470,18,41,3,79.69,36,Mixto,Recurrente,Oriente,0.38,7,1,0,1,153.87,153.87
86471,18,5,5,73.29,46,Tienda,Recurrente,Sur,0.339,3,2,0,0,194.84,0.0
86472,33,5,2,114.87,35,Online,Nuevo,Norte,0.271,5,1,0,0,140.3,0.0
86473,43,15,3,62.78,71,Mixto,Recurrente,Centro,0.386,4,0,0,0,110.72,0.0
86474,41,2,0,71.49,1,Online,Recurrente,Norte,0.354,6,2,0,0,144.3,0.0
86475,18,9,3,128.26,9,Tienda,Recurrente,Norte,0.418,3,0,0,0,187.35,0.0
86476,20,86,8,136.24,11,Online,Mayorista,Norte,0.358,6,5,1,0,317.65,0.0
86477,45,16,3,73.28,162,Tienda,Recurrente,Centro,0.203,7,0,0,1,158.88,158.88
86478,33,27,3,86.76,14,Tienda,Recurrente,Sur,0.122,5,1,0,0,202.02,0.0
86479,48,68,4,69.76,86,Mixto,Nuevo,Oriente,0.162,3,1,1,1,143.64,143.64
86480,47,19,4,64.95,36,Tienda,Nuevo,Sur,0.125,1,0,0,1,144.76,144.76
86481,34,9,4,133.44,51,Online,Recurrente,Centro,0.209,5,2,0,0,230.92,0.0
86482,34,2,3,68.03,113,Tienda,Nuevo,Oriente,0.144,5,2,0,0,151.01,0.0
86483,29,36,6,99.44,90,Tienda,Recurrente,Norte,0.404,4,3,0,0,168.33,0.0
86484,26,3,4,126.58,55,Tienda,Recurrente,Norte,0.281,3,0,1,1,206.77,206.77
86485,47,41,5,70.39,153,Mixto,Recurrente,Centro,0.319,4,2,1,0,180.47,0.0
86486,18,22,6,110.76,21,Online,Recurrente,Centro,0.128,8,0,0,1,202.11,202.11
86487,52,19,0,59.12,53,Tienda,Mayorista,Sur,0.431,6,0,0,0,133.19,0.0
86488,50,40,5,118.93,9,Mixto,Nuevo,Norte,0.077,6,2,0,0,210.64,0.0
86489,65,2,7,72.96,106,Tienda,Nuevo,Norte,0.531,6,5,1,0,179.83,0.0
86490,60,5,7,56.35,123,Online,Mayorista,Norte,0.139,7,4,0,1,172.82,172.82
86491,42,4,1,60.02,29,Online,Mayorista,Oriente,0.303,7,1,0,0,140.71,0.0
86492,34,39,6,81.51,60,Tienda,Nuevo,Norte,0.263,9,2,0,1,106.84,106.84
86493,58,10,5,64.56,102,Mixto,Nuevo,Sur,0.692,2,1,0,1,148.82,148.82
86494,39,18,5,102.39,34,Online,Nuevo,Centro,0.17,7,1,0,1,154.85,154.85
86495,44,13,7,107.27,16,Tienda,Recurrente,Occidente,0.464,8,3,0,0,172.22,0.0
86496,41,33,3,84.42,133,Online,Nuevo,Centro,0.046,7,0,0,0,175.21,0.0
86497,24,99,9,82.97,29,Online,Mayorista,Norte,0.376,8,3,0,1,241.15,241.15
86498,51,28,1,122.45,13,Online,Nuevo,Norte,0.329,4,2,0,1,132.8,132.8
86499,57,71,3,66.51,13,Tienda,Recurrente,Sur,0.105,6,0,1,0,156.95,0.0
86500,29,20,1,77.11,127,Tienda,Nuevo,Sur,0.211,6,0,0,0,130.18,0.0
86501,47,42,3,70.68,8,Tienda,Mayorista,Centro,0.115,7,1,1,1,170.49,170.49
86502,45,21,3,66.26,37,Mixto,Nuevo,Norte,0.348,9,0,0,0,100.02,0.0
86503,21,59,2,118.74,2,Mixto,Nuevo,Centro,0.228,7,1,0,1,177.08,177.08
86504,41,3,6,56.35,3,Mixto,Mayorista,Sur,0.373,5,1,0,0,167.27,0.0
86505,38,1,4,93.51,3,Tienda,Nuevo,Centro,0.342,3,0,0,1,135.16,135.16
86506,39,14,2,98.06,121,Tienda,Recurrente,Oriente,0.52,5,1,0,0,97.4,0.0
86507,36,11,3,149.42,8,Tienda,Mayorista,Centro,0.424,6,0,0,0,207.93,0.0
86508,34,23,2,78.78,16,Online,Mayorista,Sur,0.276,8,2,0,1,204.88,204.88
86509,48,1,1,191.27,72,Tienda,Mayorista,Sur,0.201,6,1,0,1,225.09,225.09
86510,29,38,6,73.85,47,Online,Recurrente,Sur,0.516,5,2,0,1,214.69,214.69
86511,52,49,1,129.79,31,Tienda,Nuevo,Centro,0.294,5,0,0,0,162.67,0.0
86512,39,6,4,78.01,76,Tienda,Recurrente,Sur,0.281,4,0,0,0,108.45,0.0
86513,36,4,1,202.34,52,Mixto,Nuevo,Sur,0.149,6,0,0,0,210.37,0.0
86514,40,17,2,75.95,41,Online,Recurrente,Oriente,0.307,10,3,0,0,175.17,0.0
86515,42,63,4,129.67,110,Mixto,Recurrente,Occidente,0.222,5,0,1,1,201.8,201.8
86516,40,1,4,80.85,39,Tienda,Recurrente,Sur,0.452,3,3,0,1,183.86,183.86
86517,40,2,1,93.54,52,Tienda,Recurrente,Sur,0.256,7,1,1,1,99.3,99.3
86518,33,20,2,94.23,36,Online,Recurrente,Centro,0.257,7,0,0,1,161.58,161.58
86519,46,30,6,125.8,81,Online,Recurrente,Norte,0.563,6,1,0,0,203.0,0.0
86520,28,11,2,72.5,8,Mixto,Recurrente,Occidente,0.353,4,1,0,1,135.58,135.58
86521,38,25,4,93.31,1,Online,Nuevo,Norte,0.273,10,1,1,1,149.37,149.37
86522,39,2,5,109.45,10,Tienda,Nuevo,Sur,0.718,5,0,0,1,143.38,143.38
86523,32,64,3,93.72,78,Tienda,Nuevo,Sur,0.068,3,1,0,1,137.83,137.83
86524,34,3,5,145.76,17,Tienda,Nuevo,Centro,0.301,10,1,0,0,169.42,0.0
86525,36,7,1,75.21,7,Online,Nuevo,Centro,0.158,12,0,1,0,86.24,0.0
86526,37,34,4,96.1,47,Online,Recurrente,Centro,0.169,11,1,0,1,151.27,151.27
86527,23,3,1,101.5,117,Mixto,Nuevo,Occidente,0.301,7,2,0,0,166.44,0.0
86528,59,61,4,172.26,105,Tienda,Recurrente,Norte,0.309,5,2,0,0,181.17,0.0
86529,36,14,6,89.2,95,Tienda,Recurrente,Centro,0.048,5,1,0,1,145.72,145.72
86530,38,27,1,45.74,71,Tienda,Nuevo,Oriente,0.292,1,1,0,0,125.78,0.0
86531,29,1,1,124.12,87,Online,Nuevo,Sur,0.172,10,0,0,0,131.81,0.0
86532,18,45,7,113.08,12,Online,Recurrente,Norte,0.301,8,3,0,1,189.28,189.28
86533,25,15,9,72.42,16,Mixto,Recurrente,Sur,0.424,5,1,0,1,169.34,169.34
86534,51,11,1,98.72,16,Online,Nuevo,Oriente,0.189,11,1,0,1,150.35,150.35
86535,53,15,3,98.39,90,Online,Recurrente,Centro,0.233,12,2,0,1,183.78,183.78
86536,38,65,2,39.9,87,Mixto,Recurrente,Centro,0.357,4,1,0,1,171.31,171.31
86537,52,30,6,159.54,21,Online,Nuevo,Centro,0.061,6,2,0,0,258.96,0.0
86538,43,49,4,82.33,45,Mixto,Mayorista,Centro,0.088,3,1,1,0,213.3,0.0
86539,32,31,5,36.79,31,Online,Nuevo,Sur,0.306,6,0,1,1,93.59,93.59
86540,32,63,7,159.32,83,Online,Mayorista,Centro,0.346,6,2,1,0,215.6,0.0
86541,55,42,6,81.58,64,Online,Recurrente,Oriente,0.567,3,2,1,1,216.84,216.84
86542,48,6,3,57.97,85,Tienda,Recurrente,Norte,0.311,9,4,0,1,147.12,147.12
86543,63,62,5,166.91,5,Online,Recurrente,Occidente,0.214,8,0,0,0,176.46,0.0
86544,33,7,4,47.15,42,Online,Recurrente,Norte,0.123,6,1,0,1,190.68,190.68
86545,58,13,3,113.96,7,Online,Nuevo,Occidente,0.445,14,4,0,0,208.64,0.0
86546,37,14,6,65.13,45,Online,Recurrente,Occidente,0.124,9,2,0,1,167.12,167.12
86547,29,17,4,117.62,15,Online,Nuevo,Oriente,0.521,6,1,1,1,147.28,147.28
86548,54,32,5,123.71,154,Online,Recurrente,Centro,0.218,5,0,0,1,207.35,207.35
86549,42,1,4,73.01,18,Tienda,Recurrente,Norte,0.19,3,1,0,0,126.8,0.0
86550,40,9,3,112.24,1,Tienda,Recurrente,Sur,0.189,8,1,0,1,182.15,182.15
86551,48,17,4,68.18,4,Mixto,Mayorista,Oriente,0.381,4,2,1,1,210.73,210.73
86552,18,59,5,117.01,4,Tienda,Recurrente,Norte,0.341,2,1,0,1,200.1,200.1
86553,37,61,4,159.4,41,Tienda,Recurrente,Norte,0.079,5,0,0,0,194.45,0.0
86554,33,4,3,120.73,2,Mixto,Recurrente,Sur,0.383,5,2,0,0,182.36,0.0
86555,25,24,7,99.12,34,Tienda,Recurrente,Sur,0.39,5,2,1,1,182.72,182.72
86556,46,50,8,103.55,96,Mixto,Recurrente,Sur,0.197,5,2,0,1,175.16,175.16
86557,39,63,4,90.28,10,Tienda,Recurrente,Occidente,0.145,9,1,0,0,155.6,0.0
86558,27,39,5,134.17,61,Tienda,Nuevo,Sur,0.357,5,0,0,1,206.34,206.34
86559,18,69,5,120.24,24,Online,Recurrente,Norte,0.135,12,0,0,1,166.46,166.46
86560,39,27,4,64.19,71,Mixto,Mayorista,Sur,0.09,5,2,0,0,169.4,0.0
